[Gene ID]	[source_id]	[Input Ortholog(s)]	
CNB03130	CNB03130-t26_1	 CNAG_03822	
CNB03140	CNB03140-t26_1	 CNAG_03823	
CNB03150	CNB03150-t26_1	 CNAG_03824	
CNB03155	CNB03155-t26_1	 CNAG_03825	
CNB03160	CNB03160-t26_1	 CNAG_03826	
CNB03170	CNB03170-t26_1	 CNAG_03827	
CNB03180	CNB03180-t26_1	 CNAG_03808, CNAG_03828	
CNB03190	CNB03190-t26_1	 CNAG_03829	
CNB03190	CNB03190-t26_2	 CNAG_03829	
CNB03195	CNB03195-t26_1	 CNAG_03830	
CNB03200	CNB03200-t26_1	 CNAG_03831	
CNB03210	CNB03210-t26_1	 CNAG_03832	
CNB03215	CNB03215-t26_1	 CNAG_03833	
CNB03220	CNB03220.mRNA	 CNAG_12175	
CNB03230	CNB03230-t26_1	 CNAG_03834	
CNB03235	CNB03235-t26_1	 CNAG_03835	
CNB03240	CNB03240-t26_1	 CNAG_03836	
CNB03250	CNB03250-t26_1	 CNAG_03837	
CNB03270	CNB03270-t26_1	 CNAG_03838	
CNB03280	CNB03280-t26_1	 CNAG_03839	
CNB03290	CNB03290-t26_1	 CNAG_03840	
CNB03300	CNB03300-t26_1	 CNAG_03841	
CNB03310	CNB03310-t26_1	 CNAG_03842	
CNB03330	CNB03330-t26_1	 CNAG_03843	
CNB03340	CNB03340-t26_1	 CNAG_03844	
CNB03350	CNB03350-t26_1	 CNAG_03845	
CNB03360	CNB03360-t26_1	 CNAG_03846	
CNB03370	CNB03370-t26_1	 CNAG_03847	
CNB03380	CNB03380-t26_1	 CNAG_03848	
CNB03390	CNB03390-t26_1	 CNAG_03849	
CNB03390	CNB03390-t26_2	 CNAG_03849	
CNB03400	CNB03400-t26_1	 CNAG_03850	
CNB03420	CNB03420-t26_1	 CNAG_03851	
CNB03430	CNB03430-t26_1	 CNAG_03853	
CNB03440	CNB03440-t26_1	 CNAG_03854	
CNB03450	CNB03450-t26_1	 CNAG_03855	
CNB03450	CNB03450-t26_2	 CNAG_03855	
CNB03460	CNB03460-t26_1	 CNAG_03856	
CNB03460	CNB03460-t26_2	 CNAG_03856	
CNB03460	CNB03460-t26_3	 CNAG_03856	
CNB03470	CNB03470-t26_1	 CNAG_03857	
CNB03480	CNB03480-t26_1	 CNAG_03858	
CNB03490	CNB03490-t26_1	 CNAG_03859	
CNB03500	CNB03500-t26_1	 CNAG_03861	
CNB03520	CNB03520-t26_1	 CNAG_03863	
CNB03520	CNB03520-t26_2	 CNAG_03863	
CNB03530	CNB03530-t26_1	 CNAG_03864	
CNB03540	CNB03540-t26_1	 CNAG_03865	
CNB03550	CNB03550-t26_1	 CNAG_03866	
CNB03560	CNB03560-t26_1	 CNAG_03867	
CNB03570	CNB03570-t26_1	 CNAG_03868	
CNB03575	CNB03575-t26_1	 CNAG_07966	
CNB03580	CNB03580-t26_1	 CNAG_03869	
CNB03590	CNB03590-t26_1	 CNAG_03870	
CNB03600	CNB03600-t26_1	 CNAG_03871	
CNB03605	CNB03605-t26_1	 CNAG_03872	
CNB03620	CNB03620-t26_1	 CNAG_03872	
CNB03630	CNB03630-t26_1	 CNAG_03873	
CNB03640	CNB03640-t26_1	 CNAG_03874	
CNB03650	CNB03650-t26_1	 CNAG_03875	
CNB03660	CNB03660-t26_1	 CNAG_03876	
CNB03670	CNB03670-t26_1	 CNAG_03877	
CNB03680	CNB03680-t26_1	 CNAG_03878	
CNB03690	CNB03690-t26_1	 CNAG_07482	
CNB03700	CNB03700-t26_1	 CNAG_07483	
CNB03710	CNB03710-t26_1	 CNAG_03881	
CNB03720	CNB03720-t26_1	 CNAG_03882	
CNB03730	CNB03730-t26_1	 CNAG_03884	
CNB03740	CNB03740-t26_1	 CNAG_03885	
CNB03750	CNB03750-t26_1	 CNAG_03886	
CNB03755	CNB03755-t26_1	 CNAG_03887	
CNB03760	CNB03760-t26_1	 CNAG_03888	
CNB03770	CNB03770-t26_1	 CNAG_03889	
CNB03780	CNB03780-t26_1	 CNAG_03890	
CNB03790	CNB03790-t26_1	 CNAG_03891	
CNB03800	CNB03800-t26_1	 CNAG_03892	
CNB03810	CNB03810-t26_1	 CNAG_03893	
CNB03820	CNB03820-t26_1	 CNAG_03894	
CNB03830	CNB03830-t26_1	 CNAG_12179, CNAG_12182	
CNB03840	CNB03840.mRNA	 CNAG_12183	
CNB03850	CNB03850-t26_1	 CNAG_03897	
CNB03860	CNB03860-t26_1	 CNAG_03898	
CNB03870	CNB03870-t26_1	 CNAG_03899	
CNB03880	CNB03880-t26_1	 CNAG_03900	
CNB03890	CNB03890-t26_1	 CNAG_03901	
CNB03900	CNB03900-t26_1	 CNAG_03902	
CNB03910	CNB03910.mRNA	 CNAG_12185	
CNB03920	CNB03920-t26_1	 CNAG_03903	
CNB03930	CNB03930-t26_1	 CNAG_03904	
CNB03940	CNB03940-t26_1	 CNAG_03905	
CNB03945	CNB03945-t26_1	 CNAG_03906	
CNB03945	CNB03945-t26_2	 CNAG_03906	
CNB03950	CNB03950-t26_1	 CNAG_03907	
CNB03960	CNB03960-t26_1	 CNAG_03908	
CNB03970	CNB03970-t26_1	 CNAG_03909	
CNB03980	CNB03980-t26_1	 CNAG_03910	
CNB04000	CNB04000.mRNA	 CNAG_12187	
CNB04010	CNB04010-t26_1	 CNAG_03911	
CNB04020	CNB04020-t26_1	 CNAG_03912	
CNB04025	CNB04025-t26_1	 CNAG_03913	
CNB04030	CNB04030-t26_1	 CNAG_03914	
CNB04030	CNB04030-t26_2	 CNAG_03914	
CNB04040	CNB04040-t26_1	 CNAG_03915	
CNB04050	CNB04050-t26_1	 CNAG_03916	
CNB04060	CNB04060-t26_1	 CNAG_03917	
CNB04070	CNB04070-t26_1	 CNAG_03918	
CNB04080	CNB04080-t26_1	 CNAG_03919	
CNB04090	CNB04090-t26_1	 CNAG_03920	
CNB04090	CNB04090-t26_2	 CNAG_03920	
CNB04100	CNB04100-t26_1	 CNAG_03921	
CNB04110	CNB04110-t26_1	 CNAG_03922	
CNB04120	CNB04120-t26_1	 CNAG_03923	
CNB04130	CNB04130-t26_1	 CNAG_03924	
CNB04140	CNB04140-t26_1	 CNAG_03925	
CNB04150	CNB04150-t26_1	 CNAG_03926	
CNB04160	CNB04160-t26_1	 CNAG_03927	
CNB04170	CNB04170-t26_1	 CNAG_03928	
CNB04180	CNB04180-t26_1	 CNAG_03929	
CNB04185	CNB04185-t26_1	 CNAG_03930	
CNB04190	CNB04190-t26_1	 CNAG_03931	
CNB04200	CNB04200-t26_1	 CNAG_03932	
CNB04210	CNB04210-t26_1	 CNAG_03933	
CNB04220	CNB04220-t26_1	 CNAG_03934	
CNB04230	CNB04230-t26_1	 CNAG_03935	
CNB04240	CNB04240-t26_1	 CNAG_03936, CNAG_03948	
CNB04245	CNB04245-t26_1	 CNAG_03937	
CNB04250	CNB04250-t26_1	 CNAG_03938	
CNB04260	CNB04260-t26_1	 CNAG_03939	
CNB04270	CNB04270-t26_1	 CNAG_03940	
CNB04280	CNB04280-t26_1	 CNAG_03941	
CNB04290	CNB04290-t26_1	 CNAG_03942	
CNB04300	CNB04300-t26_1	 CNAG_07485	
CNB04310	CNB04310-t26_1	 CNAG_03944	
CNB04320	CNB04320-t26_1	 CNAG_03945	
CNB04330	CNB04330-t26_1	 CNAG_03946	
CNB04340	CNB04340-t26_1	 CNAG_07486	
CNB04350	CNB04350-t26_1	 CNAG_03936, CNAG_03948	
CNB04360	CNB04360-t26_1	 CNAG_03949, CNAG_03957	
CNB04370	CNB04370-t26_1	 CNAG_03950	
CNB04380	CNB04380-t26_1	 CNAG_03951	
CNB04400	CNB04400-t26_1	 CNAG_03952	
CNB04410	CNB04410-t26_1	 CNAG_03953	
CNB04420	CNB04420-t26_1	 CNAG_03954	
CNB04430	CNB04430-t26_1	 CNAG_03955	
CNB04440	CNB04440-t26_1	 CNAG_03956	
CNB04450	CNB04450-t26_1	 CNAG_03949, CNAG_03957	
CNB04460	CNB04460-t26_1	 CNAG_03958	
CNB04470	CNB04470-t26_1	 CNAG_03959	
CNB04480	CNB04480-t26_1	 CNAG_03960	
CNB04500	CNB04500-t26_1	 CNAG_03961	
CNB04510	CNB04510-t26_1	 CNAG_03962	
CNB04520	CNB04520-t26_1	 CNAG_03963	
CNB04530	CNB04530-t26_1	 CNAG_03964	
CNB04540	CNB04540-t26_1	 CNAG_03965	
CNB04550	CNB04550-t26_1	 CNAG_03966	
CNB04560	CNB04560-t26_1	 CNAG_03967	
CNB04570	CNB04570-t26_1	 CNAG_03968	
CNB04580	CNB04580-t26_1	 CNAG_07487	
CNB04590	CNB04590-t26_1	 CNAG_07488	
CNB04610	CNB04610-t26_1	 CNAG_03973	
CNB04620	CNB04620-t26_1	 CNAG_03974	
CNB04630	CNB04630-t26_1	 CNAG_03974	
CNB04640	CNB04640-t26_1	 CNAG_03975	
CNB04650	CNB04650-t26_1	 CNAG_03976	
CNB04660	CNB04660-t26_1	 CNAG_03977	
CNB04670	CNB04670-t26_1	 CNAG_03978	
CNB04680	CNB04680-t26_1	 CNAG_03979	
CNB04685	CNB04685-t26_1	 CNAG_03980	
CNB04690	CNB04690-t26_1	 CNAG_03981	
CNB04690	CNB04690-t26_2	 CNAG_03981	
CNB04700	CNB04700-t26_1	 CNAG_03982	
CNB04710	CNB04710-t26_1	 CNAG_03983	
CNB04715	CNB04715-t26_1	 CNAG_03984	
CNB04720	CNB04720-t26_1	 CNAG_03985	
CNB04730	CNB04730-t26_1	 CNAG_03986	
CNB04740	CNB04740-t26_1	 CNAG_03987	
CNB04740	CNB04740-t26_2	 CNAG_03987	
CNB04750	CNB04750-t26_1	 CNAG_03988	
CNB04760	CNB04760-t26_1	 CNAG_03989	
CNB04770	CNB04770-t26_1	 CNAG_03991	
CNB04780	CNB04780-t26_1	 CNAG_03992	
CNB04790	CNB04790-t26_1	 CNAG_03993	
CNB04800	CNB04800-t26_1	 CNAG_03994	
CNB04810	CNB04810-t26_1	 CNAG_03996	
CNB04815	CNB04815-t26_1	 CNAG_03997	
CNB04820	CNB04820-t26_1	 CNAG_03998	
CNB04830	CNB04830-t26_1	 CNAG_03999	
CNB04840	CNB04840-t26_1	 CNAG_04000	
CNB04850	CNB04850-t26_1	 CNAG_04001	
CNB04860	CNB04860-t26_1	 CNAG_04002	
CNB04870	CNB04870-t26_1	 CNAG_04003	
CNB04870	CNB04870-t26_2	 CNAG_04003	
CNB04870	CNB04870-t26_3	 CNAG_04003	
CNB04880	CNB04880-t26_1	 CNAG_04004	
CNB04890	CNB04890-t26_1	 CNAG_04005	
CNB04895	CNB04895-t26_1	 CNAG_04006	
CNB04900	CNB04900-t26_1	 CNAG_04007	
CNB04905	CNB04905-t26_1	 CNAG_04008	
CNB04910	CNB04910-t26_1	 CNAG_04009	
CNB04920	CNB04920-t26_1	 CNAG_04010	
CNB04930	CNB04930-t26_1	 CNAG_04011	
CNB04940	CNB04940-t26_1	 CNAG_04012	
CNB04950	CNB04950-t26_1	 CNAG_04013	
CNB04950	CNB04950-t26_2	 CNAG_04013	
CNB04960	CNB04960-t26_1	 CNAG_04014	
CNB04980	CNB04980-t26_1	 CNAG_04016	
CNB04990	CNB04990-t26_1	 CNAG_04017	
CNB05000	CNB05000-t26_1	 CNAG_04018	
CNB05010	CNB05010-t26_1	 CNAG_07489	
CNB05030	CNB05030-t26_1	 CNAG_04021	
CNB05040	CNB05040-t26_1	 CNAG_04022	
CNB05050	CNB05050-t26_1	 CNAG_04023	
CNB05060	CNB05060-t26_1	 CNAG_04024	
CNB05080	CNB05080-t26_1	 CNAG_04025	
CNB05090	CNB05090-t26_1	 CNAG_04026	
CNB05100	CNB05100-t26_1	 CNAG_04027	
CNB05110	CNB05110-t26_1	 CNAG_04028	
CNB05110	CNB05110-t26_2	 CNAG_04028	
CNB05120	CNB05120-t26_1	 CNAG_04029	
CNB05120	CNB05120-t26_2	 CNAG_04029	
CNB05130	CNB05130-t26_1	 CNAG_04031	
CNB05140	CNB05140-t26_1	 CNAG_04032	
CNB05150	CNB05150-t26_1	 CNAG_04033	
CNB05160	CNB05160-t26_1	 CNAG_04035	
CNB05180	CNB05180-t26_1	 CNAG_04036	
CNB05190	CNB05190-t26_1	 CNAG_04037	
CNB05200	CNB05200-t26_1	 CNAG_04038	
CNB05210	CNB05210.mRNA	 CNAG_12200	
CNB05220	CNB05220-t26_1	 CNAG_04039	
CNB05230	CNB05230-t26_1	 CNAG_04040	
CNB05240	CNB05240-t26_1	 CNAG_04041	
CNB05250	CNB05250-t26_1	 CNAG_04042	
CNB05260	CNB05260-t26_1	 CNAG_04043	
CNB05270	CNB05270-t26_1	 CNAG_04044	
CNB05280	CNB05280-t26_1	 CNAG_04045	
CNB05290	CNB05290-t26_1	 CNAG_04046	
CNB05310	CNB05310-t26_1	 CNAG_04047	
CNB05320	CNB05320-t26_1	 CNAG_04048	
CNB05330	CNB05330-t26_1	 CNAG_04049	
CNB05340	CNB05340-t26_1	 CNAG_04050	
CNB05350	CNB05350-t26_1	 CNAG_04051	
CNB05360	CNB05360-t26_1	 CNAG_04052	
CNB05370	CNB05370-t26_1	 CNAG_04053	
CNB05380	CNB05380-t26_1	 CNAG_04054	
CNB05390	CNB05390-t26_1	 CNAG_04055	
CNB05400	CNB05400-t26_1	 CNAG_04056	
CNB05410	CNB05410-t26_1	 CNAG_07491	
CNB05440	CNB05440-t26_1	 CNAG_04059, CNAG_04060	
CNB05450	CNB05450-t26_1	 CNAG_04062	
CNB05460	CNB05460-t26_1	 CNAG_04063	
CNB05480	CNB05480-t26_1	 CNAG_04064	
CNB05490	CNB05490-t26_1	 CNAG_04065	
CNB05500	CNB05500-t26_1	 CNAG_04066	
CNB05505	CNB05505-t26_1	 CNAG_04067	
CNB05510	CNB05510-t26_1	 CNAG_04068	
CNB05520	CNB05520-t26_1	 CNAG_04069	
CNB05530	CNB05530-t26_1	 CNAG_04070	
CNB05540	CNB05540-t26_1	 CNAG_04071	
CNB05550	CNB05550-t26_1	 CNAG_04072	
CNB05560	CNB05560-t26_1	 CNAG_04073	
CNB05570	CNB05570-t26_1	 CNAG_04074	
CNB05580	CNB05580-t26_1	 CNAG_07494	
CNB05600	CNB05600-t26_1	 CNAG_04078	
CNB05610	CNB05610-t26_1	 CNAG_04079	
CNB05620	CNB05620-t26_1	 CNAG_04080	
CNB05630	CNB05630-t26_1	 CNAG_04081	
CNB05640	CNB05640-t26_1	 CNAG_04082	
CNB05650	CNB05650-t26_1	 CNAG_04083	
CNB05660	CNB05660-t26_1	 CNAG_04085	
CNB05670	CNB05670-t26_1	 CNAG_04086	
CNB05673	CNB05673-t26_1	 CNAG_04087	
CNB05675	CNB05675-t26_1	 CNAG_04088	
CNB05680	CNB05680-t26_1	 CNAG_04089	
CNB05690	CNB05690-t26_1	 CNAG_04090	
CNB05700	CNB05700-t26_1	 CNAG_04091	
CNB05710	CNB05710-t26_1	 CNAG_04092	
CNB05720	CNB05720-t26_1	 CNAG_04093	
CNB05730	CNB05730-t26_1	 CNAG_04094	
CNB05740	CNB05740-t26_1	 CNAG_04095	
CNB05750	CNB05750-t26_1	 CNAG_04096	
CNB05760	CNB05760-t26_1	 CNAG_04097	
CNB05770	CNB05770-t26_1	 CNAG_04098	
CNC00030	CNC00030-t26_1	 CNAG_06984	
CNC00040	CNC00040-t26_1	 CNAG_06983	
CNC00043	CNC00043-t26_1	 CNAG_07498	
CNC00045	CNC00045-t26_1	 CNAG_06973	
CNC00050	CNC00050-t26_1	 CNAG_07499	
CNC00060	CNC00060-t26_1	 CNAG_06963	
CNC00070	CNC00070.mRNA	 CNAG_12214	
CNC00080	CNC00080-t26_1	 CNAG_06962	
CNC00080	CNC00080-t26_2	 CNAG_06962	
CNC00080	CNC00080-t26_3	 CNAG_06962	
CNC00090	CNC00090-t26_1	 CNAG_03082, CNAG_03083	
CNC00100	CNC00100-t26_1	 CNAG_03081	
CNC00110	CNC00110-t26_1	 CNAG_03080	
CNC00120	CNC00120-t26_1	 CNAG_03079	
CNC00130	CNC00130-t26_1	 CNAG_03078	
CNC00133	CNC00133-t26_1	 CNAG_03077	
CNC00140	CNC00140-t26_1	 CNAG_03075	
CNC00150	CNC00150.mRNA	 CNAG_12217	
CNC00160	CNC00160-t26_1	 CNAG_03072	
CNC00170	CNC00170-t26_1	 CNAG_03071	
CNC00180	CNC00180-t26_1	 CNAG_03070	
CNC00190	CNC00190-t26_1	 CNAG_03069	
CNC00200	CNC00200-t26_1	 CNAG_03068	
CNC00210	CNC00210-t26_1	 CNAG_03067	
CNC00220	CNC00220-t26_1	 CNAG_07502	
CNC00230	CNC00230-t26_1	 CNAG_03065	
CNC00240	CNC00240-t26_1	 CNAG_03064	
CNC00250	CNC00250-t26_1	 CNAG_03063	
CNC00260	CNC00260-t26_1	 CNAG_07967	
CNC00270	CNC00270-t26_1	 CNAG_03060, CNAG_03061	
CNC00290	CNC00290-t26_1	 CNAG_03060, CNAG_03061	
CNC00300	CNC00300-t26_1	 CNAG_03059	
CNC00310	CNC00310-t26_1	 CNAG_03058	
CNC00320	CNC00320-t26_1	 CNAG_03057	
CNC00325	CNC00325-t26_1	 CNAG_03056	
CNC00330	CNC00330-t26_1	 CNAG_03055	
CNC00340	CNC00340-t26_1	 CNAG_03054	
CNC00350	CNC00350-t26_1	 CNAG_03053	
CNC00360	CNC00360-t26_1	 CNAG_03052	
CNC00370	CNC00370-t26_1	 CNAG_03051	
CNC00380	CNC00380-t26_1	 CNAG_03050	
CNC00390	CNC00390-t26_1	 CNAG_03049	
CNC00400	CNC00400-t26_1	 CNAG_03048	
CNC00410	CNC00410-t26_1	 CNAG_03047	
CNC00420	CNC00420-t26_1	 CNAG_03046	
CNC00430	CNC00430-t26_1	 CNAG_03045	
CNC00440	CNC00440-t26_1	 CNAG_03044	
CNC00460	CNC00460-t26_1	 CNAG_03039	
CNC00470	CNC00470-t26_1	 CNAG_03038	
CNC00480	CNC00480-t26_1	 CNAG_03037	
CNC00490	CNC00490-t26_1	 CNAG_03036	
CNC00500	CNC00500-t26_1	 CNAG_03034	
CNC00510	CNC00510-t26_1	 CNAG_03033	
CNC00520	CNC00520-t26_1	 CNAG_03032	
CNC00550	CNC00550-t26_1	 CNAG_03031	
CNC00560	CNC00560-t26_1	 CNAG_07505	
CNC00565	CNC00565-t26_1	 CNAG_03028	
CNC00570	CNC00570-t26_1	 CNAG_03027	
CNC00580	CNC00580-t26_1	 CNAG_03026	
CNC00590	CNC00590-t26_1	 CNAG_03025	
CNC00600	CNC00600-t26_1	 CNAG_03024	
CNC00620	CNC00620-t26_1	 CNAG_03023	
CNC00630	CNC00630-t26_1	 CNAG_03022	
CNC00640	CNC00640-t26_1	 CNAG_03021	
CNC00650	CNC00650-t26_1	 CNAG_03020	
CNC00660	CNC00660-t26_1	 CNAG_03019	
CNC00670	CNC00670-t26_1	 CNAG_03018	
CNC00680	CNC00680-t26_1	 CNAG_03017	
CNC00690	CNC00690-t26_1	 CNAG_03016	
CNC00690	CNC00690-t26_2	 CNAG_03016	
CNC00700	CNC00700-t26_1	 CNAG_03015	
CNC00705	CNC00705-t26_1	 CNAG_07968	
CNC00710	CNC00710-t26_1	 CNAG_03014	
CNC00720	CNC00720-t26_1	 CNAG_03013	
CNC00730	CNC00730-t26_1	 CNAG_03012	
CNC00730	CNC00730-t26_2	 CNAG_03012	
CNC00730	CNC00730-t26_3	 CNAG_03012	
CNC00760	CNC00760-t26_1	 CNAG_01562	
CNC00780	CNC00780-t26_1	 CNAG_01563	
CNC00790	CNC00790-t26_1	 CNAG_01564	
CNC00800	CNC00800-t26_1	 CNAG_01565	
CNC00800	CNC00800-t26_2	 CNAG_01565	
CNC00810	CNC00810-t26_1	 CNAG_01566	
CNC00820	CNC00820-t26_1	 CNAG_01567	
CNC00830	CNC00830-t26_1	 CNAG_01568	
CNC00840	CNC00840-t26_1	 CNAG_01569	
CNC00840	CNC00840-t26_2	 CNAG_01569	
CNC00843	CNC00843-t26_1	 CNAG_01570	
CNC00845	CNC00845-t26_1	 CNAG_01571	
CNC00850	CNC00850-t26_1	 CNAG_01499	
CNC00870	CNC00870-t26_1	 CNAG_01572	
CNC00880	CNC00880-t26_1	 CNAG_01573	
CNC00890	CNC00890-t26_1	 CNAG_01574	
CNC00900	CNC00900-t26_1	 CNAG_01575	
CNC00910	CNC00910-t26_1	 CNAG_01576	
CNC00910	CNC00910-t26_2	 CNAG_01576	
CNC00920	CNC00920-t26_1	 CNAG_01577	
CNC00930	CNC00930-t26_1	 CNAG_10132	
CNC00935	CNC00935-t26_1	 CNAG_01578	
CNC00940	CNC00940-t26_1	 CNAG_01579	
CNC00950	CNC00950-t26_1	 CNAG_01580	
CNC00960	CNC00960-t26_1	 CNAG_01583	
CNC00970	CNC00970-t26_1	 CNAG_01584	
CNC00980	CNC00980-t26_1	 CNAG_01585	
CNC00990	CNC00990-t26_1	 CNAG_01586	
CNC01000	CNC01000-t26_1	 CNAG_01587	
CNC01010	CNC01010-t26_1	 CNAG_01588	
CNC01020	CNC01020-t26_1	 CNAG_10133	
CNC01030	CNC01030-t26_1	 CNAG_01590	
CNC01040	CNC01040-t26_1	 CNAG_01591	
CNC01050	CNC01050-t26_1	 CNAG_01592	
CNC01060	CNC01060-t26_1	 CNAG_01593	
CNC01070	CNC01070-t26_1	 CNAG_01594	
CNC01080	CNC01080-t26_1	 CNAG_01595	
CNC01090	CNC01090-t26_1	 CNAG_01596	
CNC01100	CNC01100-t26_1	 CNAG_01597	
CNC01110	CNC01110-t26_1	 CNAG_01598	
CNC01130	CNC01130-t26_1	 CNAG_01600	
CNC01140	CNC01140-t26_1	 CNAG_01601	
CNC01150	CNC01150-t26_1	 CNAG_01602	
CNC01160	CNC01160-t26_1	 CNAG_01603	
CNC01170	CNC01170-t26_1	 CNAG_01604	
CNC01180	CNC01180-t26_1	 CNAG_01605	
CNC01190	CNC01190-t26_1	 CNAG_01606	
CNC01200	CNC01200-t26_1	 CNAG_01607	
CNC01210	CNC01210-t26_1	 CNAG_01608	
CNC01215	CNC01215-t26_1	 CNAG_07592	
CNC01220	CNC01220-t26_1	 CNAG_01609	
CNC01230	CNC01230-t26_1	 CNAG_01610	
CNC01240	CNC01240-t26_1	 CNAG_01611	
CNC01260	CNC01260-t26_1	 CNAG_01612	
CNC01270	CNC01270-t26_1	 CNAG_01613	
CNC01280	CNC01280-t26_1	 CNAG_01614	
CNC01290	CNC01290-t26_1	 CNAG_01615	
CNC01300	CNC01300-t26_1	 CNAG_01616	
CNC01310	CNC01310-t26_1	 CNAG_07593	
CNC01320	CNC01320-t26_1	 CNAG_07594	
CNC01320	CNC01320-t26_2	 CNAG_07594	
CNC01330	CNC01330-t26_1	 CNAG_01619	
CNC01340	CNC01340-t26_1	 CNAG_01620	
CNC01350	CNC01350-t26_1	 CNAG_01621	
CNC01360	CNC01360-t26_1	 CNAG_01622	
CNC01370	CNC01370-t26_1	 CNAG_01623	
CNC01375	CNC01375-t26_1	 CNAG_01624	
CNC01380	CNC01380-t26_1	 CNAG_01625	
CNC01390	CNC01390-t26_1	 CNAG_01626	
CNC01400	CNC01400-t26_1	 CNAG_01627	
CNC01410	CNC01410-t26_1	 CNAG_01628	
CNC01420	CNC01420-t26_1	 CNAG_01629	
CNC01430	CNC01430-t26_1	 CNAG_01630	
CNC01440	CNC01440-t26_1	 CNAG_01631	
CNC01450	CNC01450-t26_1	 CNAG_01632	
CNC01460	CNC01460-t26_1	 CNAG_01633	
CNC01470	CNC01470-t26_1	 CNAG_01634	
CNC01480	CNC01480-t26_1	 CNAG_01635	
CNC01490	CNC01490-t26_1	 CNAG_01636	
CNC01500	CNC01500-t26_1	 CNAG_01637	
CNC01510	CNC01510-t26_1	 CNAG_01638	
CNC01520	CNC01520-t26_1	 CNAG_01639	
CNC01530	CNC01530-t26_1	 CNAG_01640	
CNC01540	CNC01540-t26_1	 CNAG_01641	
CNC01550	CNC01550-t26_1	 CNAG_01642	
CNC01560	CNC01560-t26_1	 CNAG_10134	
CNC01570	CNC01570-t26_1	 CNAG_01644	
CNC01580	CNC01580-t26_1	 CNAG_01645	
CNC01590	CNC01590-t26_1	 CNAG_01646	
CNC01600	CNC01600-t26_1	 CNAG_01647	
CNC01610	CNC01610-t26_1	 CNAG_01648	
CNC01620	CNC01620-t26_1	 CNAG_01649	
CNC01630	CNC01630-t26_1	 CNAG_01650	
CNC01640	CNC01640-t26_1	 CNAG_01651	
CNC01650	CNC01650-t26_1	 CNAG_01652	
CNC01650	CNC01650-t26_2	 CNAG_01652	
CNC01660	CNC01660-t26_1	 CNAG_01653	
CNC01670	CNC01670-t26_1	 CNAG_01654	
CNC01680	CNC01680-t26_1	 CNAG_01655	
CNC01690	CNC01690-t26_1	 CNAG_01656	
CNC01700	CNC01700-t26_1	 CNAG_01657	
CNC01710	CNC01710-t26_1	 CNAG_01658	
CNC01720	CNC01720-t26_1	 CNAG_01659	
CNC01730	CNC01730-t26_1	 CNAG_01660	
CNC01740	CNC01740-t26_1	 CNAG_07595	
CNC01745	CNC01745-t26_1	 CNAG_01663	
CNC01750	CNC01750-t26_1	 CNAG_01664	
CNC01760	CNC01760-t26_1	 CNAG_01665	
CNC01770	CNC01770-t26_1	 CNAG_01666	
CNC01780	CNC01780-t26_1	 CNAG_01667	
CNC01790	CNC01790-t26_1	 CNAG_01668	
CNC01800	CNC01800-t26_1	 CNAG_01669	
CNC01810	CNC01810-t26_1	 CNAG_01670	
CNC01820	CNC01820-t26_1	 CNAG_01671	
CNC01830	CNC01830-t26_1	 CNAG_01672	
CNC01840	CNC01840-t26_1	 CNAG_01673	
CNC01850	CNC01850-t26_1	 CNAG_01674	
CNC01860	CNC01860-t26_1	 CNAG_01675	
CNC01870	CNC01870-t26_1	 CNAG_01676	
CNC01880	CNC01880-t26_1	 CNAG_01677	
CNC01890	CNC01890-t26_1	 CNAG_01678	
CNC01900	CNC01900-t26_1	 CNAG_01679	
CNC01910	CNC01910-t26_1	 CNAG_01680	
CNC01920	CNC01920-t26_1	 CNAG_01681	
CNC01930	CNC01930-t26_1	 CNAG_01682	
CNC01940	CNC01940-t26_1	 CNAG_01683	
CNC01945	CNC01945-t26_1	 CNAG_07597	
CNC01950	CNC01950-t26_1	 CNAG_01686	
CNC01960	CNC01960-t26_1	 CNAG_01687	
CNC01970	CNC01970-t26_1	 CNAG_01688	
CNC01980	CNC01980-t26_1	 CNAG_01689	
CNC01990	CNC01990-t26_1	 CNAG_01690	
CNC01995	CNC01995-t26_1	 CNAG_01691	
CNC02000	CNC02000-t26_1	 CNAG_01692	
CNC02010	CNC02010-t26_1	 CNAG_01693	
CNC02020	CNC02020-t26_1	 CNAG_01694	
CNC02030	CNC02030-t26_1	 CNAG_01695	
CNC02040	CNC02040-t26_1	 CNAG_01696	
CNC02040	CNC02040-t26_2	 CNAG_01696	
CNC02045	CNC02045-t26_1	 CNAG_01697	
CNC02050	CNC02050-t26_1	 CNAG_01698	
CNC02060	CNC02060-t26_1	 CNAG_01699	
CNC02070	CNC02070-t26_1	 CNAG_07598	
CNC02080	CNC02080-t26_1	 CNAG_01701, CNAG_01702	
CNC02100	CNC02100-t26_1	 CNAG_01701, CNAG_01702	
CNC02110	CNC02110-t26_1	 CNAG_01703	
CNC02120	CNC02120-t26_1	 CNAG_01704	
CNC02125	CNC02125-t26_1	 CNAG_01706	
CNC02130	CNC02130-t26_1	 CNAG_01707	
CNC02140	CNC02140-t26_1	 CNAG_01708	
CNC02150	CNC02150-t26_1	 CNAG_01709	
CNC02155	CNC02155-t26_1	 CNAG_01710	
CNC02160	CNC02160-t26_1	 CNAG_01711	
CNC02170	CNC02170-t26_1	 CNAG_01712	
