[Gene ID]	[source_id]	[Input Ortholog(s)]	
CNAG_01341	CNAG_01341-t26_1	 CND04560	
CNAG_01341	CNAG_01341-t26_2	 CND04560	
CNAG_01342	CNAG_01342-t26_1	 CND04570	
CNAG_01343	CNAG_01343-t26_1	 CND04580	
CNAG_01344	CNAG_01344-t26_1	 CND04590	
CNAG_01345	CNAG_01345-t26_1	 CND04600	
CNAG_01346	CNAG_01346-t26_1	 CND04610	
CNAG_01347	CNAG_01347-t26_1	 CND04620	
CNAG_01348	CNAG_01348-t26_1	 CND04630	
CNAG_01348	CNAG_01348-t26_2	 CND04630	
CNAG_01349	CNAG_01349-t26_1	 CND04640	
CNAG_01350	CNAG_01350-t26_1	 CND04660	
CNAG_01351	CNAG_01351-t26_1	 CND04670	
CNAG_01352	CNAG_01352-t26_1	 CND04680	
CNAG_01353	CNAG_01353-t26_1	 CND04685	
CNAG_01354	CNAG_01354-t26_1	 CND04690, CND04960	
CNAG_01355	CNAG_01355-t26_1	 CND04700	
CNAG_01356	CNAG_01356-t26_1	 CND04710	
CNAG_01357	CNAG_01357-t26_1	 CND04730	
CNAG_01358	CNAG_01358-t26_1	 CND04740	
CNAG_01359	CNAG_01359-t26_1	 CND04750	
CNAG_01360	CNAG_01360-t26_1	 CND04760	
CNAG_01361	CNAG_01361-t26_1	 CND04770	
CNAG_01362	CNAG_01362-t26_1	 CND04780	
CNAG_01363	CNAG_01363-t26_1	 CND04790	
CNAG_01364	CNAG_01364-t26_1	 CND04800	
CNAG_01365	CNAG_01365-t26_1	 CND04810	
CNAG_01367	CNAG_01367-t26_1	 CND05110	
CNAG_01369	CNAG_01369-t26_1	 CND05110	
CNAG_01369	CNAG_01369-t26_2	 CND05110	
CNAG_01370	CNAG_01370-t26_1	 CND05110	
CNAG_01371	CNAG_01371-t26_1	 CND04840	
CNAG_01372	CNAG_01372-t26_1	 CND04850	
CNAG_01373	CNAG_01373-t26_1	 CND04860	
CNAG_01375	CNAG_01375-t26_1	 CND04880	
CNAG_01376	CNAG_01376-t26_1	 CND04890	
CNAG_01376	CNAG_01376-t26_2	 CND04890	
CNAG_01377	CNAG_01377-t26_1	 CND04900	
CNAG_01378	CNAG_01378-t26_1	 CND04910	
CNAG_01379	CNAG_01379-t26_1	 CND04920	
CNAG_01380	CNAG_01380-t26_1	 CND04930	
CNAG_01381	CNAG_01381-t26_1	 CND04940	
CNAG_01382	CNAG_01382-t26_1	 CND04950	
CNAG_01384	CNAG_01384-t26_1	 CND04690, CND04960	
CNAG_01385	CNAG_01385-t26_1	 CND04970	
CNAG_01386	CNAG_01386-t26_1	 CND04980	
CNAG_01387	CNAG_01387-t26_1	 CND04990	
CNAG_01388	CNAG_01388-t26_1	 CND05000	
CNAG_01389	CNAG_01389-t26_1	 CND05010	
CNAG_01390	CNAG_01390-t26_1	 CND05020	
CNAG_01391	CNAG_01391-t26_1	 CND05030	
CNAG_01392	CNAG_01392-t26_1	 CND05040	
CNAG_01395	CNAG_01395-t26_1	 CND05060	
CNAG_01396	CNAG_01396-t26_1	 CND05070	
CNAG_01397	CNAG_01397-t26_1	 CND05080	
CNAG_01398	CNAG_01398-t26_1	 CND05090	
CNAG_01399	CNAG_01399-t26_1	 CND05100	
CNAG_01400	CNAG_01400-t26_1	 CND05120	
CNAG_01401	CNAG_01401-t26_1	 CND05130	
CNAG_01402	CNAG_01402-t26_1	 CND05140	
CNAG_01403	CNAG_01403-t26_1	 CND05150	
CNAG_01404	CNAG_01404-t26_1	 CND05160	
CNAG_01405	CNAG_01405-t26_1	 CND05170	
CNAG_01406	CNAG_01406-t26_1	 CND05190	
CNAG_01408	CNAG_01408-t26_1	 CND05200	
CNAG_01411	CNAG_01411-t26_1	 CND05220	
CNAG_01412	CNAG_01412-t26_1	 CND05230	
CNAG_01413	CNAG_01413-t26_1	 CND05240	
CNAG_01414	CNAG_01414-t26_1	 CND05250	
CNAG_01415	CNAG_01415-t26_1	 CND05260	
CNAG_01416	CNAG_01416-t26_1	 CND05270	
CNAG_01417	CNAG_01417-t26_1	 CND05280	
CNAG_01418	CNAG_01418-t26_1	 CND05290	
CNAG_01419	CNAG_01419-t26_1	 CND05310	
CNAG_01420	CNAG_01420-t26_1	 CND05320	
CNAG_01421	CNAG_01421-t26_1	 CND05330	
CNAG_01422	CNAG_01422-t26_1	 CND05340	
CNAG_01423	CNAG_01423-t26_1	 CND05350	
CNAG_01424	CNAG_01424-t26_1	 CND05360	
CNAG_01425	CNAG_01425-t26_1	 CND05370	
CNAG_01426	CNAG_01426-t26_1	 CND05390	
CNAG_01426	CNAG_01426-t26_2	 CND05390	
CNAG_01426	CNAG_01426-t26_3	 CND05390	
CNAG_01428	CNAG_01428-t26_1	 CND05400	
CNAG_01429	CNAG_01429-t26_1	 CND05410	
CNAG_01430	CNAG_01430-t26_1	 CND05430	
CNAG_01431	CNAG_01431-t26_1	 CND05440	
CNAG_01432	CNAG_01432-t26_1	 CND05450	
CNAG_01432	CNAG_01432-t26_2	 CND05450	
CNAG_01435	CNAG_01435-t26_1	 CND05490	
CNAG_01436	CNAG_01436-t26_1	 CND05500	
CNAG_01437	CNAG_01437-t26_1	 CND05510	
CNAG_01438	CNAG_01438-t26_1	 CND05520	
CNAG_01439	CNAG_01439-t26_1	 CND05530	
CNAG_01440	CNAG_01440-t26_1	 CND05540	
CNAG_01441	CNAG_01441-t26_1	 CND05550	
CNAG_01441	CNAG_01441-t26_2	 CND05550	
CNAG_01442	CNAG_01442-t26_1	 CND05560	
CNAG_01443	CNAG_01443-t26_1	 CND05570	
CNAG_01444	CNAG_01444-t26_1	 CND05580	
CNAG_01445	CNAG_01445-t26_1	 CND05590	
CNAG_01446	CNAG_01446-t26_1	 CND05600	
CNAG_01448	CNAG_01448-t26_1	 CND05620	
CNAG_01451	CNAG_01451-t26_1	 CND05645	
CNAG_01452	CNAG_01452-t26_1	 CND05650	
CNAG_01454	CNAG_01454-t26_1	 CND05810	
CNAG_01455	CNAG_01455-t26_1	 CND05700	
CNAG_01463	CNAG_01463-t26_1	 CNC07170	
CNAG_01464	CNAG_01464-t26_1	 CNC07160	
CNAG_01465	CNAG_01465-t26_1	 CNC07150	
CNAG_01466	CNAG_01466-t26_1	 CNC07140	
CNAG_01467	CNAG_01467-t26_1	 CNC07130	
CNAG_01468	CNAG_01468-t26_1	 CNC07120	
CNAG_01469	CNAG_01469-t26_1	 CNC07110	
CNAG_01470	CNAG_01470-t26_1	 CNC07090	
CNAG_01471	CNAG_01471-t26_1	 CNC07080	
CNAG_01472	CNAG_01472-t26_1	 CNC07070	
CNAG_01473	CNAG_01473-t26_1	 CNC07060	
CNAG_01474	CNAG_01474-t26_1	 CNC07050	
CNAG_01474	CNAG_01474-t26_2	 CNC07050	
CNAG_01475	CNAG_01475-t26_1	 CNC07040	
CNAG_01476	CNAG_01476-t26_1	 CNC07030	
CNAG_01477	CNAG_01477-t26_1	 CNC07020	
CNAG_01478	CNAG_01478-t26_1	 CNC07010	
CNAG_01479	CNAG_01479-t26_1	 CNC07000	
CNAG_01480	CNAG_01480-t26_1	 CNC06990	
CNAG_01481	CNAG_01481-t26_1	 CNC06980	
CNAG_01482	CNAG_01482-t26_1	 CNC06970	
CNAG_01483	CNAG_01483-t26_1	 CNC06960	
CNAG_01485	CNAG_01485-t26_1	 CNC06950	
CNAG_01486	CNAG_01486-t26_1	 CNC06940	
CNAG_01487	CNAG_01487-t26_1	 CNC06870	
CNAG_01489	CNAG_01489-t26_1	 CNC06920	
CNAG_01490	CNAG_01490-t26_1	 CNC06900	
CNAG_01490	CNAG_01490-t26_2	 CNC06900	
CNAG_01491	CNAG_01491-t26_1	 CNC06890	
CNAG_01492	CNAG_01492-t26_1	 CNC06880	
CNAG_01493	CNAG_01493-t26_1	 CNC06875	
CNAG_01493	CNAG_01493-t26_2	 CNC06875	
CNAG_01494	CNAG_01494-t26_1	 CNC06870	
CNAG_01494	CNAG_01494-t26_2	 CNC06870	
CNAG_01495	CNAG_01495-t26_1	 CNC06850	
CNAG_01496	CNAG_01496-t26_1	 CNC06840	
CNAG_01497	CNAG_01497-t26_1	 CNC06830	
CNAG_01498	CNAG_01498-t26_1	 CNC06820	
CNAG_01499	CNAG_01499-t26_1	 CNC00850, CNC06810	
CNAG_01499	CNAG_01499-t26_2	 CNC00850, CNC06810	
CNAG_01500	CNAG_01500-t26_1	 CNC06800	
CNAG_01501	CNAG_01501-t26_1	 CNC06790	
CNAG_01502	CNAG_01502-t26_1	 CNC06780	
CNAG_01504	CNAG_01504-t26_1	 CNC06760	
CNAG_01506	CNAG_01506-t26_1	 CNC06750	
CNAG_01507	CNAG_01507-t26_1	 CNC06740	
CNAG_01508	CNAG_01508-t26_1	 CNC06730	
CNAG_01509	CNAG_01509-t26_1	 CNC06720	
CNAG_01510	CNAG_01510-t26_1	 CNC06695, CNC06710	
CNAG_01511	CNAG_01511-t26_1	 CNC06700	
CNAG_01512	CNAG_01512-t26_1	 CNC06690	
CNAG_01512	CNAG_01512-t26_2	 CNC06690	
CNAG_01513	CNAG_01513-t26_1	 CNC06680	
CNAG_01514	CNAG_01514-t26_1	 CNC06675	
CNAG_01518	CNAG_01518-t26_1	 CNC06640	
CNAG_01518	CNAG_01518-t26_2	 CNC06640	
CNAG_01519	CNAG_01519-t26_1	 CNC06630	
CNAG_01520	CNAG_01520-t26_1	 CNC06620	
CNAG_01521	CNAG_01521-t26_1	 CNC06610	
CNAG_01522	CNAG_01522-t26_1	 CNC06600	
CNAG_01523	CNAG_01523-t26_1	 CNC06590	
CNAG_01524	CNAG_01524-t26_1	 CNC06580	
CNAG_01525	CNAG_01525-t26_1	 CNC06570	
CNAG_01526	CNAG_01526-t26_1	 CNC06560	
CNAG_01527	CNAG_01527-t26_1	 CNC06550	
CNAG_01528	CNAG_01528-t26_1	 CNC06540	
CNAG_01529	CNAG_01529-t26_1	 CNC06530	
CNAG_01530	CNAG_01530-t26_1	 CNC06520	
CNAG_01531	CNAG_01531-t26_1	 CNC06510	
CNAG_01532	CNAG_01532-t26_1	 CNC06500	
CNAG_01533	CNAG_01533-t26_1	 CNC06490	
CNAG_01535	CNAG_01535-t26_1	 CNC06480	
CNAG_01536	CNAG_01536-t26_1	 CNC06470	
CNAG_01537	CNAG_01537-t26_1	 CNC06460	
CNAG_01538	CNAG_01538-t26_1	 CNC06450	
CNAG_01539	CNAG_01539-t26_1	 CNC06440	
CNAG_01540	CNAG_01540-t26_1	 CNC06430	
CNAG_01541	CNAG_01541-t26_1	 CNC06425	
CNAG_01542	CNAG_01542-t26_1	 CNC06420	
CNAG_01543	CNAG_01543-t26_1	 CNC06410	
CNAG_01544	CNAG_01544-t26_1	 CNC06400	
CNAG_01545	CNAG_01545-t26_1	 CNC06390	
CNAG_01545	CNAG_01545-t26_2	 CNC06390	
CNAG_01546	CNAG_01546-t26_1	 CNC06380	
CNAG_01547	CNAG_01547-t26_1	 CNC06370	
CNAG_01548	CNAG_01548-t26_1	 CNC06360	
CNAG_01549	CNAG_01549-t26_1	 CNC06350	
CNAG_01550	CNAG_01550-t26_1	 CNC06340	
CNAG_01551	CNAG_01551-t26_1	 CNC06330	
CNAG_01552	CNAG_01552-t26_1	 CNC06320	
CNAG_01553	CNAG_01553-t26_1	 CNC06310	
CNAG_01554	CNAG_01554-t26_1	 CNC06300	
CNAG_01555	CNAG_01555-t26_1	 CNC06295	
CNAG_01556	CNAG_01556-t26_1	 CNC06290	
CNAG_01557	CNAG_01557-t26_1	 CNC06280	
CNAG_01558	CNAG_01558-t26_1	 CNC06260	
CNAG_01559	CNAG_01559-t26_1	 CNC06250	
CNAG_01560	CNAG_01560-t26_1	 CNC06245	
CNAG_01561	CNAG_01561-t26_1	 CNC06240	
CNAG_01562	CNAG_01562-t26_1	 CNC00760	
CNAG_01562	CNAG_01562-t26_2	 CNC00760	
CNAG_01563	CNAG_01563-t26_1	 CNC00780	
CNAG_01564	CNAG_01564-t26_1	 CNC00790	
CNAG_01565	CNAG_01565-t26_1	 CNC00800	
CNAG_01566	CNAG_01566-t26_1	 CNC00810	
CNAG_01567	CNAG_01567-t26_1	 CNC00820	
CNAG_01568	CNAG_01568-t26_1	 CNC00830	
CNAG_01569	CNAG_01569-t26_1	 CNC00840	
CNAG_01570	CNAG_01570-t26_1	 CNC00843	
CNAG_01570	CNAG_01570-t26_2	 CNC00843	
CNAG_01571	CNAG_01571-t26_1	 CNC00845	
CNAG_01572	CNAG_01572-t26_1	 CNC00870	
CNAG_01572	CNAG_01572-t26_2	 CNC00870	
CNAG_01573	CNAG_01573-t26_1	 CNC00880	
CNAG_01573	CNAG_01573-t26_2	 CNC00880	
CNAG_01574	CNAG_01574-t26_1	 CNC00890	
CNAG_01575	CNAG_01575-t26_1	 CNC00900	
CNAG_01576	CNAG_01576-t26_1	 CNC00910	
CNAG_01577	CNAG_01577-t26_1	 CNC00920	
CNAG_01578	CNAG_01578-t26_1	 CNC00935	
CNAG_01579	CNAG_01579-t26_1	 CNC00940	
CNAG_01580	CNAG_01580-t26_1	 CNC00950	
CNAG_01583	CNAG_01583-t26_1	 CNC00960	
CNAG_01584	CNAG_01584-t26_1	 CNC00970	
CNAG_01585	CNAG_01585-t26_1	 CNC00980	
CNAG_01586	CNAG_01586-t26_1	 CNC00990	
CNAG_01587	CNAG_01587-t26_1	 CNC01000	
CNAG_01588	CNAG_01588-t26_1	 CNC01010	
CNAG_01590	CNAG_01590-t26_1	 CNC01030	
CNAG_01591	CNAG_01591-t26_1	 CNC01040	
CNAG_01592	CNAG_01592-t26_1	 CNC01050	
CNAG_01593	CNAG_01593-t26_1	 CNC01060	
CNAG_01594	CNAG_01594-t26_1	 CNC01070	
CNAG_01595	CNAG_01595-t26_1	 CNC01080	
CNAG_01596	CNAG_01596-t26_1	 CNC01090	
CNAG_01597	CNAG_01597-t26_1	 CNC01100	
CNAG_01598	CNAG_01598-t26_1	 CNC01110	
CNAG_01600	CNAG_01600-t26_1	 CNC01130	
CNAG_01601	CNAG_01601-t26_1	 CNC01140	
CNAG_01602	CNAG_01602-t26_1	 CNC01150	
CNAG_01603	CNAG_01603-t26_1	 CNC01160	
CNAG_01604	CNAG_01604-t26_1	 CNC01170	
CNAG_01604	CNAG_01604-t26_2	 CNC01170	
CNAG_01605	CNAG_01605-t26_1	 CNC01180	
CNAG_01606	CNAG_01606-t26_1	 CNC01190	
CNAG_01607	CNAG_01607-t26_1	 CNC01200	
CNAG_01608	CNAG_01608-t26_1	 CNC01210	
CNAG_01608	CNAG_01608-t26_2	 CNC01210	
CNAG_01609	CNAG_01609-t26_1	 CNC01220	
CNAG_01610	CNAG_01610-t26_1	 CNC01230	
CNAG_01611	CNAG_01611-t26_1	 CNC01240	
CNAG_01612	CNAG_01612-t26_1	 CNC01260	
CNAG_01612	CNAG_01612-t26_2	 CNC01260	
CNAG_01613	CNAG_01613-t26_1	 CNC01270	
CNAG_01613	CNAG_01613-t26_2	 CNC01270	
CNAG_01614	CNAG_01614-t26_1	 CNC01280	
CNAG_01615	CNAG_01615-t26_1	 CNC01290	
CNAG_01616	CNAG_01616-t26_1	 CNC01300	
CNAG_01619	CNAG_01619-t26_1	 CNC01330	
CNAG_01620	CNAG_01620-t26_1	 CNC01340	
CNAG_01621	CNAG_01621-t26_1	 CNC01350	
CNAG_01622	CNAG_01622-t26_1	 CNC01360	
CNAG_01623	CNAG_01623-t26_1	 CNC01370	
CNAG_01624	CNAG_01624-t26_1	 CNC01375	
CNAG_01625	CNAG_01625-t26_1	 CNC01380	
CNAG_01626	CNAG_01626-t26_1	 CNC01390	
CNAG_01627	CNAG_01627-t26_1	 CNC01400	
CNAG_01628	CNAG_01628-t26_1	 CNC01410	
CNAG_01629	CNAG_01629-t26_1	 CNC01420	
CNAG_01630	CNAG_01630-t26_1	 CNC01430	
CNAG_01631	CNAG_01631-t26_1	 CNC01440	
CNAG_01632	CNAG_01632-t26_1	 CNC01450	
CNAG_01632	CNAG_01632-t26_2	 CNC01450	
CNAG_01633	CNAG_01633-t26_1	 CNC01460	
CNAG_01634	CNAG_01634-t26_1	 CNC01470	
CNAG_01635	CNAG_01635-t26_1	 CNC01480	
CNAG_01636	CNAG_01636-t26_1	 CNC01490	
CNAG_01637	CNAG_01637-t26_1	 CNC01500	
CNAG_01638	CNAG_01638-t26_1	 CNC01510	
CNAG_01639	CNAG_01639-t26_1	 CNC01520	
CNAG_01640	CNAG_01640-t26_1	 CNC01530	
CNAG_01641	CNAG_01641-t26_1	 CNC01540	
CNAG_01642	CNAG_01642-t26_1	 CNC01550	
CNAG_01642	CNAG_01642-t26_2	 CNC01550	
CNAG_01644	CNAG_01644-t26_1	 CNC01570	
CNAG_01645	CNAG_01645-t26_1	 CNC01580	
CNAG_01646	CNAG_01646-t26_1	 CNC01590	
CNAG_01647	CNAG_01647-t26_1	 CNC01600	
CNAG_01648	CNAG_01648-t26_1	 CNC01610	
CNAG_01649	CNAG_01649-t26_1	 CNC01620	
CNAG_01650	CNAG_01650-t26_1	 CNC01630	
CNAG_01651	CNAG_01651-t26_1	 CNC01640	
CNAG_01652	CNAG_01652-t26_1	 CNC01650	
CNAG_01653	CNAG_01653-t26_1	 CNC01660	
CNAG_01654	CNAG_01654-t26_1	 CNC01670	
CNAG_01654	CNAG_01654-t26_2	 CNC01670	
CNAG_01655	CNAG_01655-t26_1	 CNC01680	
CNAG_01656	CNAG_01656-t26_1	 CNC01690	
CNAG_01657	CNAG_01657-t26_1	 CNC01700	
CNAG_01658	CNAG_01658-t26_1	 CNC01710	
CNAG_01659	CNAG_01659-t26_1	 CNC01720	
CNAG_01660	CNAG_01660-t26_1	 CNC01730	
CNAG_01663	CNAG_01663-t26_1	 CNC01745	
CNAG_01664	CNAG_01664-t26_1	 CNC01750	
CNAG_01665	CNAG_01665-t26_1	 CNC01760	
CNAG_01666	CNAG_01666-t26_1	 CNC01770	
CNAG_01667	CNAG_01667-t26_1	 CNC01780	
CNAG_01668	CNAG_01668-t26_1	 CNC01790	
CNAG_01669	CNAG_01669-t26_1	 CNC01800	
CNAG_01670	CNAG_01670-t26_1	 CNC01810	
CNAG_01671	CNAG_01671-t26_1	 CNC01820	
CNAG_01672	CNAG_01672-t26_1	 CNC01830	
CNAG_01673	CNAG_01673-t26_1	 CNC01840	
CNAG_01673	CNAG_01673-t26_2	 CNC01840	
CNAG_01674	CNAG_01674-t26_1	 CNC01850	
CNAG_01675	CNAG_01675-t26_1	 CNC01860	
CNAG_01675	CNAG_01675-t26_2	 CNC01860	
CNAG_01676	CNAG_01676-t26_1	 CNC01870	
CNAG_01677	CNAG_01677-t26_1	 CNC01880	
CNAG_01678	CNAG_01678-t26_1	 CNC01890	
CNAG_01679	CNAG_01679-t26_1	 CNC01900	
CNAG_01680	CNAG_01680-t26_1	 CNC01910	
CNAG_01681	CNAG_01681-t26_1	 CNC01920	
CNAG_01682	CNAG_01682-t26_1	 CNC01930	
CNAG_01683	CNAG_01683-t26_1	 CNC01940	
CNAG_01686	CNAG_01686-t26_1	 CNC01950	
CNAG_01687	CNAG_01687-t26_1	 CNC01960	
CNAG_01688	CNAG_01688-t26_1	 CNC01970	
CNAG_01689	CNAG_01689-t26_1	 CNC01980	
CNAG_01689	CNAG_01689-t26_2	 CNC01980	
CNAG_01690	CNAG_01690-t26_1	 CNC01990	
CNAG_01690	CNAG_01690-t26_2	 CNC01990	
CNAG_01690	CNAG_01690-t26_3	 CNC01990	
CNAG_01691	CNAG_01691-t26_1	 CNC01995	
CNAG_01691	CNAG_01691-t26_2	 CNC01995	
CNAG_01692	CNAG_01692-t26_1	 CNC02000	
CNAG_01693	CNAG_01693-t26_1	 CNC02010	
CNAG_01694	CNAG_01694-t26_1	 CNC02020	
CNAG_01695	CNAG_01695-t26_1	 CNC02030	
CNAG_01696	CNAG_01696-t26_1	 CNC02040	
CNAG_01696	CNAG_01696-t26_2	 CNC02040	
CNAG_01697	CNAG_01697-t26_1	 CNC02045	
CNAG_01698	CNAG_01698-t26_1	 CNC02050	
CNAG_01699	CNAG_01699-t26_1	 CNC02060	
CNAG_01701	CNAG_01701-t26_1	 CNC02080, CNC02100	
CNAG_01702	CNAG_01702-t26_1	 CNC02080, CNC02100	
CNAG_01703	CNAG_01703-t26_1	 CNC02110	
CNAG_01704	CNAG_01704-t26_1	 CNC02120	
CNAG_01706	CNAG_01706-t26_1	 CNC02125	
CNAG_01707	CNAG_01707-t26_1	 CNC02130	
CNAG_01708	CNAG_01708-t26_1	 CNC02140	
CNAG_01709	CNAG_01709-t26_1	 CNC02150	
CNAG_01710	CNAG_01710-t26_1	 CNC02155	
CNAG_01711	CNAG_01711-t26_1	 CNC02160	
CNAG_01712	CNAG_01712-t26_1	 CNC02170	
CNAG_01713	CNAG_01713-t26_1	 CNC02175	
CNAG_01714	CNAG_01714-t26_1	 CNC02180	
CNAG_01715	CNAG_01715-t26_1	 CNC02190	
CNAG_01716	CNAG_01716-t26_1	 CNC02200	
CNAG_01717	CNAG_01717-t26_1	 CNC02210	
CNAG_01718	CNAG_01718-t26_1	 CNC02220	
CNAG_01719	CNAG_01719-t26_1	 CNC02230	
CNAG_01720	CNAG_01720-t26_1	 CNC02240	
CNAG_01721	CNAG_01721-t26_1	 CNC02250	
CNAG_01722	CNAG_01722-t26_1	 CNC02260	
CNAG_01723	CNAG_01723-t26_1	 CNC02270	
CNAG_01726	CNAG_01726-t26_1	 CNC02310	
CNAG_01727	CNAG_01727-t26_1	 CNC02320, CNC02520	
CNAG_01728	CNAG_01728-t26_1	 CNC02330	
CNAG_01729	CNAG_01729-t26_1	 CNC02340	
CNAG_01730	CNAG_01730-t26_1	 CNC02350	
CNAG_01731	CNAG_01731-t26_1	 CNC02360	
CNAG_01732	CNAG_01732-t26_1	 CNC02370	
CNAG_01733	CNAG_01733-t26_1	 CNC02380	
CNAG_01734	CNAG_01734-t26_1	 CNC02390	
CNAG_01735	CNAG_01735-t26_1	 CNC02400	
CNAG_01736	CNAG_01736-t26_1	 CNC02405	
CNAG_01737	CNAG_01737-t26_1	 CNC02410	
CNAG_01738	CNAG_01738-t26_1	 CNC02420	
CNAG_01739	CNAG_01739-t26_1	 CNC02430	
CNAG_01739	CNAG_01739-t26_2	 CNC02430	
CNAG_01740	CNAG_01740-t26_1	 CNC02440	
CNAG_01741	CNAG_01741-t26_1	 CNC02445	
CNAG_01741	CNAG_01741-t26_2	 CNC02445	
CNAG_01742	CNAG_01742-t26_1	 CNC02450	
CNAG_01743	CNAG_01743-t26_1	 CNC02460	
CNAG_01744	CNAG_01744-t26_1	 CNC02470	
CNAG_01745	CNAG_01745-t26_1	 CNC02480	
CNAG_01746	CNAG_01746-t26_1	 CNC02490	
CNAG_01749	CNAG_01749-t26_1	 CNC02515	
CNAG_01750	CNAG_01750-t26_1	 CNC02320, CNC02520	
CNAG_01751	CNAG_01751-t26_1	 CNC02530	
CNAG_01751	CNAG_01751-t26_2	 CNC02530	
CNAG_01752	CNAG_01752-t26_1	 CNC02540	
CNAG_01753	CNAG_01753-t26_1	 CNC02550	
CNAG_01753	CNAG_01753-t26_2	 CNC02550	
CNAG_01754	CNAG_01754-t26_1	 CNC02560	
CNAG_01755	CNAG_01755-t26_1	 CNC02570	
CNAG_01756	CNAG_01756-t26_1	 CNC02580	
CNAG_01758	CNAG_01758-t26_1	 CNC02590	
CNAG_01759	CNAG_01759-t26_1	 CNC02600	
CNAG_01760	CNAG_01760-t26_1	 CNC02610	
CNAG_01761	CNAG_01761-t26_1	 CNC02620	
CNAG_01763	CNAG_01763-t26_1	 CNC02640, CNC02650	
CNAG_01764	CNAG_01764-t26_1	 CNC02640, CNC02650	
CNAG_01765	CNAG_01765-t26_1	 CNC02660	
CNAG_01765	CNAG_01765-t26_2	 CNC02660	
CNAG_01768	CNAG_01768-t26_1	 CNC02680	
CNAG_01769	CNAG_01769-t26_1	 CNC02690	
CNAG_01770	CNAG_01770-t26_1	 CNC02700	
CNAG_01771	CNAG_01771-t26_1	 CNC02710	
CNAG_01772	CNAG_01772-t26_1	 CNC02720	
CNAG_01773	CNAG_01773-t26_1	 CNC02730	
CNAG_01776	CNAG_01776-t26_1	 CNC02750	
CNAG_01777	CNAG_01777-t26_1	 CNC02760, CNC02850	
CNAG_01778	CNAG_01778-t26_1	 CNC02770	
CNAG_01779	CNAG_01779-t26_1	 CNC02780	
CNAG_01780	CNAG_01780-t26_1	 CNC02790	
CNAG_01788	CNAG_01788-t26_1	 CNC02800	
CNAG_01789	CNAG_01789-t26_1	 CNC02805	
CNAG_01790	CNAG_01790-t26_1	 CNC02810	
CNAG_01791	CNAG_01791-t26_1	 CNC02820	
CNAG_01792	CNAG_01792-t26_1	 CNC02830	
CNAG_01792	CNAG_01792-t26_2	 CNC02830	
CNAG_01793	CNAG_01793-t26_1	 CNC02840	
CNAG_01793	CNAG_01793-t26_2	 CNC02840	
CNAG_01794	CNAG_01794-t26_1	 CNC02760, CNC02850	
CNAG_01795	CNAG_01795-t26_1	 CNC02860	
CNAG_01796	CNAG_01796-t26_1	 CNC02870	
CNAG_01796	CNAG_01796-t26_2	 CNC02870	
CNAG_01796	CNAG_01796-t26_3	 CNC02870	
CNAG_01796	CNAG_01796-t26_4	 CNC02870	
CNAG_01797	CNAG_01797-t26_1	 CNC02880	
CNAG_01798	CNAG_01798-t26_1	 CNC02890	
CNAG_01799	CNAG_01799-t26_1	 CNC02900	
CNAG_01800	CNAG_01800-t26_1	 CNC02910	
CNAG_01802	CNAG_01802-t26_1	 CNC02920	
CNAG_01803	CNAG_01803-t26_1	 CNC02930	
CNAG_01806	CNAG_01806-t26_1	 CNC02950	
CNAG_01807	CNAG_01807-t26_1	 CNC02960	
CNAG_01808	CNAG_01808-t26_1	 CNC02970	
CNAG_01809	CNAG_01809-t26_1	 CNC02980	
CNAG_01810	CNAG_01810-t26_1	 CNC02990	
CNAG_01811	CNAG_01811-t26_1	 CNC03000	
CNAG_01812	CNAG_01812-t26_1	 CNC03010	
CNAG_01813	CNAG_01813-t26_1	 CNC03020	
CNAG_01814	CNAG_01814-t26_1	 CNC03030	
CNAG_01815	CNAG_01815-t26_1	 CNC03040	
CNAG_01816	CNAG_01816-t26_1	 CNC03045	
CNAG_01816	CNAG_01816-t26_2	 CNC03045	
CNAG_01817	CNAG_01817-t26_1	 CNC03050	
CNAG_01818	CNAG_01818-t26_1	 CNC03060	
CNAG_01819	CNAG_01819-t26_1	 CNC03070	
CNAG_01820	CNAG_01820-t26_1	 CNC03080	
CNAG_01820	CNAG_01820-t26_2	 CNC03080	
CNAG_01821	CNAG_01821-t26_1	 CNC03090	
CNAG_01822	CNAG_01822-t26_1	 CNC03100	
CNAG_01823	CNAG_01823-t26_1	 CNC03110	
CNAG_01823	CNAG_01823-t26_2	 CNC03110	
CNAG_01824	CNAG_01824-t26_1	 CNC03120	
CNAG_01824	CNAG_01824-t26_2	 CNC03120	
CNAG_01825	CNAG_01825-t26_1	 CNC03125	
CNAG_01826	CNAG_01826-t26_1	 CNC03130	
CNAG_01827	CNAG_01827-t26_1	 CNC03140	
CNAG_01827	CNAG_01827-t26_2	 CNC03140	
CNAG_01827	CNAG_01827-t26_3	 CNC03140	
CNAG_01827	CNAG_01827-t26_4	 CNC03140	
CNAG_01828	CNAG_01828-t26_1	 CNC03150	
CNAG_01832	CNAG_01832-t26_1	 CNC03190	
CNAG_01833	CNAG_01833-t26_1	 CNC03200	
CNAG_01834	CNAG_01834-t26_1	 CNC03210	
CNAG_01834	CNAG_01834-t26_2	 CNC03210	
CNAG_01835	CNAG_01835-t26_1	 CNC03220	
CNAG_01836	CNAG_01836-t26_1	 CNC03230	
CNAG_01837	CNAG_01837-t26_1	 CNC03240	
